customer_id,name,email,age,gender,city,phone,registration_date,customer_segment
CUST_000048,Khách hàng 48,customer48@email.com,34,Nam,Nha Trang,0151877058,2024-08-13,Millennials
CUST_000049,Khách hàng 49,customer49@email.com,36,Nữ,Nha Trang,0471601161,2024-04-17,Gen X
CUST_000050,Khách hàng 50,customer50@email.com,23,Nam,Huế,0462368641,2024-06-01,Gen Z
CUST_000051,Khách hàng 51,customer51@email.com,53,Nam,Hà Nội,0487823366,2024-07-24,Baby Boomers
CUST_000052,Khách hàng 52,customer52@email.com,48,Nam,Nha Trang,0516509238,2023-12-29,Gen X
CUST_000053,Khách hàng 53,customer53@email.com,38,Nữ,Cần Thơ,0760300666,2024-11-27,Gen X
CUST_000054,Khách hàng 54,customer54@email.com,35,Nữ,Vũng Tàu,0667259461,2024-08-12,Gen X
CUST_000055,Khách hàng 55,customer55@email.com,38,Nữ,Huế,0434975784,2024-03-19,Gen X
CUST_000056,Khách hàng 56,customer56@email.com,48,Nam,Hồ Chí Minh,0762940345,2024-04-28,Gen X
CUST_000057,Khách hàng 57,customer57@email.com,37,Nam,Biên Hòa,0267301869,2025-08-25,Gen X
CUST_000058,Khách hàng 58,customer58@email.com,27,Nam,Hồ Chí Minh,0907735164,2024-11-26,Millennials
CUST_000059,Khách hàng 59,customer59@email.com,27,Nữ,Nha Trang,0734576038,2023-11-07,Millennials
CUST_000060,Khách hàng 60,customer60@email.com,37,Nữ,Hải Phòng,0708531777,2025-07-12,Gen X
CUST_000061,Khách hàng 61,customer61@email.com,53,Nam,Quy Nhon,0964904700,2024-10-16,Baby Boomers
CUST_000062,Khách hàng 62,customer62@email.com,37,Nữ,Nha Trang,0264956272,2025-07-31,Gen X
CUST_000063,Khách hàng 63,customer63@email.com,39,Nữ,Quy Nhon,0481598346,2025-08-02,Gen X
CUST_000064,Khách hàng 64,customer64@email.com,42,Nam,Biên Hòa,0210535399,2025-09-03,Gen X
CUST_000065,Khách hàng 65,customer65@email.com,59,Nam,Biên Hòa,0937110349,2025-03-14,Baby Boomers
CUST_000066,Khách hàng 66,customer66@email.com,25,Nữ,Vũng Tàu,0770233643,2024-10-30,Millennials
CUST_000067,Khách hàng 67,customer67@email.com,37,Nam,Đà Nẵng,0102503455,2023-11-22,Gen X
CUST_000068,Khách hàng 68,customer68@email.com,41,Nữ,Hải Phòng,0698272419,2023-11-03,Gen X
CUST_000069,Khách hàng 69,customer69@email.com,56,Nữ,Biên Hòa,0658910544,2025-06-08,Baby Boomers
CUST_000070,Khách hàng 70,customer70@email.com,54,Nam,Hà Nội,0913628905,2025-07-17,Baby Boomers
CUST_000071,Khách hàng 71,customer71@email.com,43,Nữ,Cần Thơ,0168154190,2024-10-14,Gen X
CUST_000072,Khách hàng 72,customer72@email.com,62,Nam,Vũng Tàu,0726162224,2025-08-04,Baby Boomers
CUST_000073,Khách hàng 73,customer73@email.com,43,Nữ,Huế,0876066521,2024-08-22,Gen X
CUST_000074,Khách hàng 74,customer74@email.com,46,Nam,Đà Nẵng,0398551084,2024-09-29,Gen X
CUST_000075,Khách hàng 75,customer75@email.com,21,Nam,Hồ Chí Minh,0702944018,2025-02-10,Gen Z
CUST_000076,Khách hàng 76,customer76@email.com,60,Nam,Nha Trang,0789454778,2024-02-28,Baby Boomers
CUST_000077,Khách hàng 77,customer77@email.com,62,Nam,Nha Trang,0759832016,2024-11-06,Baby Boomers
CUST_000078,Khách hàng 78,customer78@email.com,39,Nữ,Huế,0749918859,2023-11-10,Gen X
CUST_000079,Khách hàng 79,customer79@email.com,21,Nam,Vũng Tàu,0566913506,2025-07-28,Gen Z
CUST_000080,Khách hàng 80,customer80@email.com,36,Nữ,Cần Thơ,0353161796,2024-09-03,Gen X
CUST_000081,Khách hàng 81,customer81@email.com,52,Nam,Đà Nẵng,0348283040,2024-06-03,Baby Boomers
CUST_000082,Khách hàng 82,customer82@email.com,32,Nữ,Hải Phòng,0702662298,2024-01-26,Millennials
CUST_000083,Khách hàng 83,customer83@email.com,23,Nam,Biên Hòa,0316603865,2025-05-28,Gen Z
CUST_000084,Khách hàng 84,customer84@email.com,58,Nam,Biên Hòa,0455149215,2024-07-01,Baby Boomers
CUST_000085,Khách hàng 85,customer85@email.com,61,Nữ,Vũng Tàu,0909032581,2025-07-16,Baby Boomers
CUST_000086,Khách hàng 86,customer86@email.com,45,Nữ,Biên Hòa,0397100542,2024-01-05,Gen X
CUST_000087,Khách hàng 87,customer87@email.com,41,Nữ,Huế,0397068897,2023-12-08,Gen X
CUST_000088,Khách hàng 88,customer88@email.com,55,Nam,Hồ Chí Minh,0395012887,2024-04-12,Baby Boomers
CUST_000089,Khách hàng 89,customer89@email.com,18,Nữ,Huế,0609856215,2025-01-24,Gen Z
CUST_000090,Khách hàng 90,customer90@email.com,64,Nam,Hồ Chí Minh,0397373081,2025-04-23,Baby Boomers
CUST_000091,Khách hàng 91,customer91@email.com,45,Nữ,Hải Phòng,0300357302,2024-04-02,Gen X
CUST_000092,Khách hàng 92,customer92@email.com,60,Nam,Huế,0865085279,2024-07-13,Baby Boomers
CUST_000093,Khách hàng 93,customer93@email.com,39,Nam,Hồ Chí Minh,0157803018,2025-07-10,Gen X
CUST_000094,Khách hàng 94,customer94@email.com,55,Nữ,Nha Trang,0875064412,2024-09-19,Baby Boomers
CUST_000095,Khách hàng 95,customer95@email.com,30,Nữ,Quy Nhon,0584067207,2024-12-12,Millennials
CUST_000096,Khách hàng 96,customer96@email.com,26,Nam,Hồ Chí Minh,0661852261,2024-06-12,Millennials
CUST_000097,Khách hàng 97,customer97@email.com,34,Nam,Cần Thơ,0861496348,2025-04-21,Millennials
CUST_000098,Khách hàng 98,customer98@email.com,35,Nam,Biên Hòa,0848672739,2023-11-24,Gen X
CUST_000099,Khách hàng 99,customer99@email.com,39,Nữ,Hải Phòng,0314051563,2024-03-23,Gen X
CUST_000100,Khách hàng 100,customer100@email.com,46,Nữ,Huế,0677847124,2025-10-06,Gen X
CUST_000101,Khách hàng 101,customer101@email.com,31,Nữ,Huế,0244833873,2025-10-07,Millennials
CUST_000102,Khách hàng 102,customer102@email.com,47,Nam,Hồ Chí Minh,0159204179,2024-06-15,Gen X
CUST_000103,Khách hàng 103,customer103@email.com,60,Nữ,Vũng Tàu,0303959961,2024-01-26,Baby Boomers
CUST_000104,Khách hàng 104,customer104@email.com,23,Nam,Hồ Chí Minh,0525070282,2024-05-17,Gen Z
CUST_000105,Khách hàng 105,customer105@email.com,44,Nam,Quy Nhon,0223506182,2025-10-14,Gen X
CUST_000106,Khách hàng 106,customer106@email.com,49,Nam,Hà Nội,0206248495,2025-02-09,Gen X
CUST_000107,Khách hàng 107,customer107@email.com,62,Nam,Huế,0242551305,2023-10-22,Baby Boomers
CUST_000108,Khách hàng 108,customer108@email.com,56,Nam,Huế,0679461059,2025-01-09,Baby Boomers
CUST_000109,Khách hàng 109,customer109@email.com,46,Nữ,Vũng Tàu,0420262390,2025-05-29,Gen X
CUST_000110,Khách hàng 110,customer110@email.com,24,Nữ,Cần Thơ,0403374901,2023-10-30,Gen Z
CUST_000111,Khách hàng 111,customer111@email.com,32,Nam,Vũng Tàu,0522723309,2025-06-28,Millennials
CUST_000112,Khách hàng 112,customer112@email.com,44,Nam,Vũng Tàu,0828503959,2025-09-17,Gen X
CUST_000113,Khách hàng 113,customer113@email.com,23,Nam,Biên Hòa,0854128563,2025-06-14,Gen Z
CUST_000114,Khách hàng 114,customer114@email.com,24,Nam,Hải Phòng,0173186684,2025-08-24,Gen Z
CUST_000115,Khách hàng 115,customer115@email.com,24,Nam,Nha Trang,0498292141,2025-06-09,Gen Z
CUST_000116,Khách hàng 116,customer116@email.com,36,Nam,Biên Hòa,0248272288,2024-06-17,Gen X
CUST_000117,Khách hàng 117,customer117@email.com,42,Nữ,Nha Trang,0999601539,2025-03-25,Gen X
CUST_000118,Khách hàng 118,customer118@email.com,19,Nữ,Vũng Tàu,0460021934,2024-02-12,Gen Z
CUST_000119,Khách hàng 119,customer119@email.com,27,Nam,Quy Nhon,0760894018,2024-06-12,Millennials
CUST_000120,Khách hàng 120,customer120@email.com,19,Nam,Đà Nẵng,0608277648,2024-06-12,Gen Z
CUST_000121,Khách hàng 121,customer121@email.com,58,Nữ,Nha Trang,0507384370,2024-04-28,Baby Boomers
CUST_000122,Khách hàng 122,customer122@email.com,44,Nam,Hà Nội,0206819036,2024-07-04,Gen X
CUST_000123,Khách hàng 123,customer123@email.com,61,Nữ,Cần Thơ,0506420001,2025-05-17,Baby Boomers
CUST_000124,Khách hàng 124,customer124@email.com,41,Nam,Hà Nội,0980332266,2025-07-15,Gen X
CUST_000125,Khách hàng 125,customer125@email.com,32,Nam,Hồ Chí Minh,0895057435,2024-01-26,Millennials
CUST_000126,Khách hàng 126,customer126@email.com,53,Nữ,Hà Nội,0515011155,2025-08-11,Baby Boomers
CUST_000127,Khách hàng 127,customer127@email.com,53,Nữ,Huế,0242882112,2024-05-17,Baby Boomers
CUST_000128,Khách hàng 128,customer128@email.com,38,Nữ,Vũng Tàu,0403417979,2025-02-08,Gen X
CUST_000129,Khách hàng 129,customer129@email.com,53,Nam,Đà Nẵng,0358170810,2024-01-16,Baby Boomers
CUST_000130,Khách hàng 130,customer130@email.com,26,Nữ,Quy Nhon,0972552022,2025-10-10,Millennials
CUST_000131,Khách hàng 131,customer131@email.com,19,Nam,Đà Nẵng,0735291815,2025-10-11,Gen Z
CUST_000132,Khách hàng 132,customer132@email.com,65,Nam,Quy Nhon,0847242004,2025-05-18,Baby Boomers
CUST_000133,Khách hàng 133,customer133@email.com,53,Nữ,Hải Phòng,0620328518,2024-05-22,Baby Boomers
CUST_000134,Khách hàng 134,customer134@email.com,35,Nam,Hồ Chí Minh,0310652159,2025-10-12,Gen X
CUST_000135,Khách hàng 135,customer135@email.com,40,Nữ,Đà Nẵng,0650572096,2024-07-22,Gen X
CUST_000136,Khách hàng 136,customer136@email.com,41,Nữ,Hà Nội,0653813560,2025-04-17,Gen X
CUST_000137,Khách hàng 137,customer137@email.com,35,Nữ,Đà Nẵng,0492596092,2025-09-01,Gen X
CUST_000138,Khách hàng 138,customer138@email.com,22,Nữ,Vũng Tàu,0585458215,2024-05-15,Gen Z
CUST_000139,Khách hàng 139,customer139@email.com,19,Nam,Cần Thơ,0272868652,2024-01-01,Gen Z
CUST_000140,Khách hàng 140,customer140@email.com,33,Nữ,Hồ Chí Minh,0990461411,2025-06-01,Millennials
CUST_000141,Khách hàng 141,customer141@email.com,25,Nữ,Đà Nẵng,0747608931,2024-02-19,Millennials
CUST_000142,Khách hàng 142,customer142@email.com,35,Nữ,Đà Nẵng,0283854123,2025-01-15,Gen X
CUST_000143,Khách hàng 143,customer143@email.com,27,Nữ,Cần Thơ,0105523353,2025-02-26,Millennials
CUST_000144,Khách hàng 144,customer144@email.com,31,Nam,Đà Nẵng,0486037399,2024-05-20,Millennials
CUST_000145,Khách hàng 145,customer145@email.com,32,Nữ,Huế,0701883340,2024-01-07,Millennials
CUST_000146,Khách hàng 146,customer146@email.com,58,Nữ,Đà Nẵng,0667509879,2024-10-07,Baby Boomers
CUST_000147,Khách hàng 147,customer147@email.com,44,Nam,Quy Nhon,0510282427,2024-07-02,Gen X
CUST_000148,Khách hàng 148,customer148@email.com,54,Nam,Quy Nhon,0357112341,2025-09-28,Baby Boomers
CUST_000149,Khách hàng 149,customer149@email.com,61,Nữ,Hải Phòng,0768515992,2024-11-03,Baby Boomers
CUST_000150,Khách hàng 150,customer150@email.com,42,Nữ,Quy Nhon,0569701949,2024-07-08,Gen X
CUST_000151,Khách hàng 151,customer151@email.com,35,Nam,Đà Nẵng,0821996581,2025-05-31,Gen X
CUST_000152,Khách hàng 152,customer152@email.com,35,Nam,Hồ Chí Minh,0386585398,2024-03-17,Gen X
CUST_000153,Khách hàng 153,customer153@email.com,50,Nữ,Cần Thơ,0531063634,2024-03-06,Baby Boomers
CUST_000154,Khách hàng 154,customer154@email.com,25,Nam,Cần Thơ,0887589531,2023-12-21,Millennials
CUST_000155,Khách hàng 155,customer155@email.com,62,Nam,Đà Nẵng,0777841322,2024-11-14,Baby Boomers
CUST_000156,Khách hàng 156,customer156@email.com,41,Nam,Hà Nội,0860821078,2025-08-19,Gen X
CUST_000157,Khách hàng 157,customer157@email.com,35,Nam,Đà Nẵng,0325629365,2024-02-26,Gen X
CUST_000158,Khách hàng 158,customer158@email.com,28,Nam,Vũng Tàu,0355101093,2025-09-07,Millennials
CUST_000159,Khách hàng 159,customer159@email.com,25,Nữ,Nha Trang,0480581556,2024-09-10,Millennials
CUST_000160,Khách hàng 160,customer160@email.com,26,Nam,Quy Nhon,0422595453,2024-09-19,Millennials
CUST_000161,Khách hàng 161,customer161@email.com,44,Nam,Hồ Chí Minh,0213950379,2025-08-08,Gen X
CUST_000162,Khách hàng 162,customer162@email.com,65,Nam,Nha Trang,0414302365,2024-12-27,Baby Boomers
CUST_000163,Khách hàng 163,customer163@email.com,55,Nữ,Cần Thơ,0309370791,2023-11-18,Baby Boomers
CUST_000164,Khách hàng 164,customer164@email.com,34,Nữ,Biên Hòa,0330564614,2023-11-21,Millennials
CUST_000165,Khách hàng 165,customer165@email.com,46,Nữ,Đà Nẵng,0329789473,2025-07-12,Gen X
CUST_000166,Khách hàng 166,customer166@email.com,47,Nam,Hồ Chí Minh,0982297193,2024-12-12,Gen X
CUST_000167,Khách hàng 167,customer167@email.com,42,Nữ,Đà Nẵng,0597079754,2024-02-12,Gen X
CUST_000168,Khách hàng 168,customer168@email.com,43,Nam,Huế,0717166633,2024-05-01,Gen X
CUST_000169,Khách hàng 169,customer169@email.com,42,Nữ,Biên Hòa,0561070870,2023-12-31,Gen X
CUST_000170,Khách hàng 170,customer170@email.com,26,Nam,Vũng Tàu,0396157888,2023-11-15,Millennials
CUST_000171,Khách hàng 171,customer171@email.com,38,Nữ,Hồ Chí Minh,0589600996,2025-04-20,Gen X
CUST_000172,Khách hàng 172,customer172@email.com,31,Nam,Huế,0599282113,2023-12-11,Millennials
CUST_000173,Khách hàng 173,customer173@email.com,28,Nam,Đà Nẵng,0628456640,2023-12-30,Millennials
CUST_000174,Khách hàng 174,customer174@email.com,31,Nam,Vũng Tàu,0830104822,2024-12-24,Millennials
CUST_000175,Khách hàng 175,customer175@email.com,21,Nữ,Huế,0818972525,2024-12-14,Gen Z
CUST_000176,Khách hàng 176,customer176@email.com,25,Nữ,Huế,0800210998,2024-02-04,Millennials
CUST_000177,Khách hàng 177,customer177@email.com,56,Nữ,Huế,0824818674,2024-09-13,Baby Boomers
CUST_000178,Khách hàng 178,customer178@email.com,35,Nam,Huế,0255668152,2025-03-12,Gen X
CUST_000179,Khách hàng 179,customer179@email.com,44,Nam,Nha Trang,0821172783,2025-02-06,Gen X
CUST_000180,Khách hàng 180,customer180@email.com,60,Nữ,Huế,0767127120,2024-06-03,Baby Boomers
CUST_000181,Khách hàng 181,customer181@email.com,24,Nam,Hồ Chí Minh,0355092093,2025-04-25,Gen Z
CUST_000182,Khách hàng 182,customer182@email.com,59,Nam,Vũng Tàu,0235256836,2023-12-31,Baby Boomers
CUST_000183,Khách hàng 183,customer183@email.com,64,Nữ,Biên Hòa,0607663046,2024-06-30,Baby Boomers
CUST_000184,Khách hàng 184,customer184@email.com,53,Nữ,Hải Phòng,0627220445,2024-08-14,Baby Boomers
CUST_000185,Khách hàng 185,customer185@email.com,36,Nữ,Biên Hòa,0531755986,2024-08-29,Gen X
CUST_000186,Khách hàng 186,customer186@email.com,42,Nữ,Hồ Chí Minh,0860881552,2025-09-13,Gen X
CUST_000187,Khách hàng 187,customer187@email.com,26,Nữ,Quy Nhon,0652505158,2024-10-12,Millennials
CUST_000188,Khách hàng 188,customer188@email.com,50,Nữ,Hồ Chí Minh,0320159521,2023-12-12,Baby Boomers
CUST_000189,Khách hàng 189,customer189@email.com,40,Nam,Biên Hòa,0173425619,2024-06-05,Gen X
CUST_000190,Khách hàng 190,customer190@email.com,47,Nam,Nha Trang,0464373979,2024-12-15,Gen X
CUST_000191,Khách hàng 191,customer191@email.com,56,Nữ,Biên Hòa,0812009905,2025-05-12,Baby Boomers
CUST_000192,Khách hàng 192,customer192@email.com,61,Nam,Nha Trang,0251770543,2023-12-14,Baby Boomers
CUST_000193,Khách hàng 193,customer193@email.com,48,Nữ,Hà Nội,0188778929,2024-07-04,Gen X
CUST_000194,Khách hàng 194,customer194@email.com,60,Nữ,Nha Trang,0390434285,2025-05-16,Baby Boomers
CUST_000195,Khách hàng 195,customer195@email.com,61,Nữ,Đà Nẵng,0663747784,2024-06-27,Baby Boomers
CUST_000196,Khách hàng 196,customer196@email.com,57,Nữ,Quy Nhon,0615290813,2023-10-23,Baby Boomers
CUST_000197,Khách hàng 197,customer197@email.com,27,Nam,Quy Nhon,0859365190,2025-01-30,Millennials
CUST_000198,Khách hàng 198,customer198@email.com,46,Nữ,Đà Nẵng,0698182151,2024-11-26,Gen X
CUST_000199,Khách hàng 199,customer199@email.com,36,Nam,Hồ Chí Minh,0419679175,2024-04-21,Gen X
CUST_000200,Khách hàng 200,customer200@email.com,57,Nam,Biên Hòa,0441625663,2024-10-11,Baby Boomers
CUST_000201,Khách hàng 201,customer201@email.com,40,Nam,Cần Thơ,0967479568,2023-11-29,Gen X
CUST_000202,Khách hàng 202,customer202@email.com,26,Nữ,Biên Hòa,0681912475,2024-04-21,Millennials
CUST_000203,Khách hàng 203,customer203@email.com,55,Nữ,Nha Trang,0659454603,2025-03-01,Baby Boomers
CUST_000204,Khách hàng 204,customer204@email.com,27,Nam,Huế,0849433700,2024-10-12,Millennials
CUST_000205,Khách hàng 205,customer205@email.com,58,Nữ,Đà Nẵng,0501119627,2023-11-17,Baby Boomers
CUST_000206,Khách hàng 206,customer206@email.com,27,Nữ,Vũng Tàu,0716742291,2023-12-14,Millennials
CUST_000207,Khách hàng 207,customer207@email.com,48,Nữ,Hải Phòng,0273645845,2024-01-14,Gen X
CUST_000208,Khách hàng 208,customer208@email.com,63,Nam,Cần Thơ,0440714146,2025-06-30,Baby Boomers
CUST_000209,Khách hàng 209,customer209@email.com,54,Nữ,Huế,0156564963,2025-10-18,Baby Boomers
CUST_000210,Khách hàng 210,customer210@email.com,22,Nữ,Quy Nhon,0947976828,2024-09-14,Gen Z
CUST_000211,Khách hàng 211,customer211@email.com,20,Nữ,Hải Phòng,0361542453,2025-04-19,Gen Z
CUST_000212,Khách hàng 212,customer212@email.com,44,Nam,Hà Nội,0496661903,2023-12-13,Gen X
CUST_000213,Khách hàng 213,customer213@email.com,39,Nữ,Vũng Tàu,0413177360,2024-04-17,Gen X
CUST_000214,Khách hàng 214,customer214@email.com,46,Nữ,Đà Nẵng,0157083822,2024-06-06,Gen X
CUST_000215,Khách hàng 215,customer215@email.com,20,Nữ,Nha Trang,0620323924,2024-01-25,Gen Z
CUST_000216,Khách hàng 216,customer216@email.com,27,Nam,Cần Thơ,0331113800,2025-01-10,Millennials
CUST_000217,Khách hàng 217,customer217@email.com,25,Nữ,Vũng Tàu,0405637080,2024-09-28,Millennials
CUST_000218,Khách hàng 218,customer218@email.com,49,Nam,Biên Hòa,0480186805,2024-05-06,Gen X
CUST_000219,Khách hàng 219,customer219@email.com,28,Nam,Đà Nẵng,0858601805,2024-03-24,Millennials
CUST_000220,Khách hàng 220,customer220@email.com,64,Nữ,Huế,0778563772,2024-01-30,Baby Boomers
CUST_000221,Khách hàng 221,customer221@email.com,49,Nữ,Hải Phòng,0977825057,2025-03-24,Gen X
CUST_000222,Khách hàng 222,customer222@email.com,25,Nam,Cần Thơ,0988556815,2023-12-06,Millennials
CUST_000223,Khách hàng 223,customer223@email.com,29,Nam,Hải Phòng,0665637120,2025-08-15,Millennials
CUST_000224,Khách hàng 224,customer224@email.com,40,Nữ,Nha Trang,0118085808,2024-08-19,Gen X
CUST_000225,Khách hàng 225,customer225@email.com,47,Nam,Biên Hòa,0117296553,2024-02-23,Gen X
CUST_000226,Khách hàng 226,customer226@email.com,58,Nữ,Quy Nhon,0954950362,2024-05-12,Baby Boomers
CUST_000227,Khách hàng 227,customer227@email.com,54,Nữ,Huế,0302927035,2025-02-09,Baby Boomers
CUST_000228,Khách hàng 228,customer228@email.com,51,Nam,Quy Nhon,0941719381,2023-12-12,Baby Boomers
CUST_000229,Khách hàng 229,customer229@email.com,34,Nam,Vũng Tàu,0221896078,2025-07-06,Millennials
CUST_000230,Khách hàng 230,customer230@email.com,35,Nữ,Cần Thơ,0652860694,2024-12-19,Gen X
CUST_000231,Khách hàng 231,customer231@email.com,19,Nam,Hồ Chí Minh,0612833225,2024-10-23,Gen Z
CUST_000232,Khách hàng 232,customer232@email.com,23,Nam,Hải Phòng,0524464600,2025-09-27,Gen Z
CUST_000233,Khách hàng 233,customer233@email.com,29,Nam,Hà Nội,0487162998,2023-11-14,Millennials
CUST_000234,Khách hàng 234,customer234@email.com,18,Nam,Đà Nẵng,0991083837,2024-01-20,Gen Z
CUST_000235,Khách hàng 235,customer235@email.com,63,Nữ,Nha Trang,0859884462,2024-09-02,Baby Boomers
CUST_000236,Khách hàng 236,customer236@email.com,22,Nữ,Biên Hòa,0527848773,2024-05-02,Gen Z
CUST_000237,Khách hàng 237,customer237@email.com,56,Nam,Nha Trang,0208540229,2025-02-13,Baby Boomers
CUST_000238,Khách hàng 238,customer238@email.com,45,Nam,Huế,0180384400,2025-10-15,Gen X
CUST_000239,Khách hàng 239,customer239@email.com,63,Nữ,Hải Phòng,0413906097,2025-02-13,Baby Boomers
CUST_000240,Khách hàng 240,customer240@email.com,57,Nữ,Biên Hòa,0167178891,2024-01-23,Baby Boomers
CUST_000241,Khách hàng 241,customer241@email.com,46,Nữ,Quy Nhon,0887139502,2024-04-17,Gen X
CUST_000242,Khách hàng 242,customer242@email.com,52,Nữ,Nha Trang,0182087715,2024-07-22,Baby Boomers
CUST_000243,Khách hàng 243,customer243@email.com,55,Nam,Nha Trang,0745963151,2025-01-01,Baby Boomers
CUST_000244,Khách hàng 244,customer244@email.com,32,Nam,Huế,0833633114,2025-09-17,Millennials
CUST_000245,Khách hàng 245,customer245@email.com,30,Nam,Hải Phòng,0593559815,2025-05-06,Millennials
CUST_000246,Khách hàng 246,customer246@email.com,49,Nữ,Đà Nẵng,0892343047,2024-03-26,Gen X
CUST_000247,Khách hàng 247,customer247@email.com,19,Nam,Cần Thơ,0405680216,2025-05-10,Gen Z
