customer_id,name,email,age,gender,city,phone,registration_date,customer_segment_x,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,customer_segment_y
CUST_000012,Khách hàng 12,customer12@email.com,49,Nữ,Huế,0510660660,2024-10-22,Gen X,8.0,10.0,34284550.0,5,3,1,9.0,Potential Loyalists
CUST_000013,Khách hàng 13,customer13@email.com,42,Nam,Hải Phòng,0148026946,2024-11-06,Gen X,0.0,8.0,113063267.0,5,2,5,12.0,Champions
CUST_000014,Khách hàng 14,customer14@email.com,65,Nam,Đà Nẵng,0373624716,2024-07-09,Baby Boomers,0.0,12.0,25488677.0,5,4,1,10.0,Loyal Customers
CUST_000015,Khách hàng 15,customer15@email.com,52,Nữ,Hà Nội,0634998443,2025-08-20,Baby Boomers,1.0,9.0,38821750.0,5,2,1,8.0,Potential Loyalists
CUST_000016,Khách hàng 16,customer16@email.com,41,Nữ,Hà Nội,0496429307,2024-11-18,Gen X,1.0,6.0,28975204.0,5,1,1,7.0,At Risk
CUST_000017,Khách hàng 17,customer17@email.com,55,Nữ,Đà Nẵng,0817975478,2024-04-02,Baby Boomers,12.0,8.0,42195744.0,4,2,2,8.0,Potential Loyalists
CUST_000018,Khách hàng 18,customer18@email.com,24,Nam,Hà Nội,0707244106,2024-07-15,Gen Z,1.0,14.0,114845150.0,5,5,5,15.0,Champions
CUST_000019,Khách hàng 19,customer19@email.com,19,Nữ,Cần Thơ,0656838934,2023-12-26,Gen Z,9.0,10.0,49405210.0,5,3,2,10.0,Loyal Customers
CUST_000020,Khách hàng 20,customer20@email.com,45,Nữ,Đà Nẵng,0608531684,2024-05-09,Gen X,5.0,7.0,78033278.0,5,1,3,9.0,Potential Loyalists
CUST_000021,Khách hàng 21,customer21@email.com,33,Nam,Hải Phòng,0476047208,2024-05-09,Millennials,4.0,7.0,84594730.0,5,1,4,10.0,Loyal Customers
CUST_000022,Khách hàng 22,customer22@email.com,52,Nữ,Cần Thơ,0926724783,2025-07-11,Baby Boomers,3.0,11.0,61115101.0,5,3,2,10.0,Loyal Customers
CUST_000023,Khách hàng 23,customer23@email.com,62,Nam,Huế,0879520126,2024-10-01,Baby Boomers,5.0,11.0,76146228.0,5,3,3,11.0,Loyal Customers
CUST_000024,Khách hàng 24,customer24@email.com,56,Nam,Đà Nẵng,0459935510,2025-07-08,Baby Boomers,0.0,13.0,43691014.0,5,4,2,11.0,Loyal Customers
CUST_000025,Khách hàng 25,customer25@email.com,22,Nam,Hà Nội,0784963860,2025-05-27,Gen Z,0.0,8.0,121056903.0,5,2,5,12.0,Champions
CUST_000026,Khách hàng 26,customer26@email.com,53,Nam,Nha Trang,0216103978,2024-08-23,Baby Boomers,0.0,14.0,57840936.0,5,5,2,12.0,Champions
CUST_000027,Khách hàng 27,customer27@email.com,27,Nam,Huế,0331583758,2024-03-03,Millennials,10.0,6.0,29522887.0,4,1,1,6.0,At Risk
CUST_000028,Khách hàng 28,customer28@email.com,34,Nữ,Đà Nẵng,0242806725,2024-11-18,Millennials,6.0,10.0,28897887.0,5,3,1,9.0,Potential Loyalists
CUST_000029,Khách hàng 29,customer29@email.com,33,Nam,Hồ Chí Minh,0827869706,2024-06-04,Millennials,4.0,10.0,53640443.0,5,3,2,10.0,Loyal Customers
CUST_000030,Khách hàng 30,customer30@email.com,29,Nữ,Đà Nẵng,0509352060,2024-02-17,Millennials,1.0,13.0,76817340.0,5,4,3,12.0,Champions
CUST_000031,Khách hàng 31,customer31@email.com,25,Nam,Biên Hòa,0133033373,2024-08-16,Millennials,0.0,12.0,111224633.0,5,4,4,13.0,Champions
CUST_000032,Khách hàng 32,customer32@email.com,57,Nam,Hà Nội,0746472406,2023-10-28,Baby Boomers,13.0,5.0,36470041.0,4,1,1,6.0,At Risk
CUST_000033,Khách hàng 33,customer33@email.com,54,Nữ,Hà Nội,0851094622,2025-02-21,Baby Boomers,1.0,9.0,135314031.0,5,2,5,12.0,Champions
CUST_000034,Khách hàng 34,customer34@email.com,48,Nam,Nha Trang,0221962426,2023-12-03,Gen X,6.0,9.0,48534295.0,5,2,2,9.0,Potential Loyalists
CUST_000035,Khách hàng 35,customer35@email.com,46,Nam,Quy Nhon,0599760620,2024-11-07,Gen X,1.0,8.0,66282734.0,5,2,3,10.0,Loyal Customers
CUST_000036,Khách hàng 36,customer36@email.com,25,Nam,Hồ Chí Minh,0885170350,2024-01-16,Millennials,2.0,15.0,114960145.0,5,5,5,15.0,Champions
CUST_000037,Khách hàng 37,customer37@email.com,38,Nam,Hải Phòng,0654393285,2024-10-28,Gen X,17.0,11.0,101429161.0,4,3,4,11.0,Loyal Customers
CUST_000038,Khách hàng 38,customer38@email.com,61,Nữ,Nha Trang,0163609242,2024-12-17,Baby Boomers,5.0,10.0,69126161.0,5,3,3,11.0,Loyal Customers
CUST_000039,Khách hàng 39,customer39@email.com,39,Nam,Cần Thơ,0415927721,2025-04-19,Gen X,4.0,10.0,53743441.0,5,3,2,10.0,Loyal Customers
CUST_000040,Khách hàng 40,customer40@email.com,62,Nam,Đà Nẵng,0787134294,2025-06-06,Baby Boomers,0.0,27.0,196760814.0,5,5,5,15.0,Champions
CUST_000041,Khách hàng 41,customer41@email.com,53,Nữ,Biên Hòa,0836507267,2024-12-14,Baby Boomers,0.0,11.0,128129424.0,5,3,5,13.0,Champions
CUST_000042,Khách hàng 42,customer42@email.com,49,Nam,Đà Nẵng,0691952795,2025-08-01,Gen X,0.0,10.0,71593452.0,5,3,3,11.0,Loyal Customers
CUST_000043,Khách hàng 43,customer43@email.com,56,Nam,Cần Thơ,0882890208,2024-03-16,Baby Boomers,1.0,10.0,85015549.0,5,3,4,12.0,Champions
CUST_000044,Khách hàng 44,customer44@email.com,65,Nữ,Nha Trang,0343474863,2025-07-22,Baby Boomers,5.0,8.0,16118457.0,5,2,1,8.0,Potential Loyalists
CUST_000045,Khách hàng 45,customer45@email.com,29,Nữ,Hải Phòng,0572371335,2025-07-09,Millennials,2.0,11.0,84789914.0,5,3,4,12.0,Champions
CUST_000046,Khách hàng 46,customer46@email.com,51,Nam,Quy Nhon,0642889046,2025-05-28,Baby Boomers,0.0,5.0,10213149.0,5,1,1,7.0,At Risk
CUST_000047,Khách hàng 47,customer47@email.com,23,Nam,Biên Hòa,0876642439,2025-05-07,Gen Z,0.0,12.0,159511382.0,5,4,5,14.0,Champions
CUST_000048,Khách hàng 48,customer48@email.com,34,Nam,Nha Trang,0151877058,2024-08-13,Millennials,1.0,8.0,34806359.0,5,2,1,8.0,Potential Loyalists
CUST_000049,Khách hàng 49,customer49@email.com,36,Nữ,Nha Trang,0471601161,2024-04-17,Gen X,0.0,10.0,61840669.0,5,3,3,11.0,Loyal Customers
CUST_000050,Khách hàng 50,customer50@email.com,23,Nam,Huế,0462368641,2024-06-01,Gen Z,4.0,10.0,36397624.0,5,3,1,9.0,Potential Loyalists
CUST_000051,Khách hàng 51,customer51@email.com,53,Nam,Hà Nội,0487823366,2024-07-24,Baby Boomers,3.0,19.0,109580513.0,5,5,4,14.0,Champions
CUST_000052,Khách hàng 52,customer52@email.com,48,Nam,Nha Trang,0516509238,2023-12-29,Gen X,2.0,11.0,76600230.0,5,3,3,11.0,Loyal Customers
CUST_000053,Khách hàng 53,customer53@email.com,38,Nữ,Cần Thơ,0760300666,2024-11-27,Gen X,0.0,11.0,43895774.0,5,3,2,10.0,Loyal Customers
CUST_000054,Khách hàng 54,customer54@email.com,35,Nữ,Vũng Tàu,0667259461,2024-08-12,Gen X,6.0,8.0,87971809.0,5,2,4,11.0,Loyal Customers
CUST_000055,Khách hàng 55,customer55@email.com,38,Nữ,Huế,0434975784,2024-03-19,Gen X,2.0,7.0,16860374.0,5,1,1,7.0,At Risk
CUST_000056,Khách hàng 56,customer56@email.com,48,Nam,Hồ Chí Minh,0762940345,2024-04-28,Gen X,2.0,12.0,73881513.0,5,4,3,12.0,Champions
CUST_000057,Khách hàng 57,customer57@email.com,37,Nam,Biên Hòa,0267301869,2025-08-25,Gen X,1.0,6.0,35565930.0,5,1,1,7.0,At Risk
CUST_000058,Khách hàng 58,customer58@email.com,27,Nam,Hồ Chí Minh,0907735164,2024-11-26,Millennials,2.0,15.0,81332158.0,5,5,3,13.0,Champions
CUST_000059,Khách hàng 59,customer59@email.com,27,Nữ,Nha Trang,0734576038,2023-11-07,Millennials,2.0,15.0,172791235.0,5,5,5,15.0,Champions
CUST_000060,Khách hàng 60,customer60@email.com,37,Nữ,Hải Phòng,0708531777,2025-07-12,Gen X,3.0,10.0,51768407.0,5,3,2,10.0,Loyal Customers
CUST_000061,Khách hàng 61,customer61@email.com,53,Nam,Quy Nhon,0964904700,2024-10-16,Baby Boomers,0.0,9.0,119955202.0,5,2,5,12.0,Champions
CUST_000062,Khách hàng 62,customer62@email.com,37,Nữ,Nha Trang,0264956272,2025-07-31,Gen X,6.0,10.0,73670847.0,5,3,3,11.0,Loyal Customers
CUST_000063,Khách hàng 63,customer63@email.com,39,Nữ,Quy Nhon,0481598346,2025-08-02,Gen X,4.0,10.0,145016980.0,5,3,5,13.0,Champions
CUST_000064,Khách hàng 64,customer64@email.com,42,Nam,Biên Hòa,0210535399,2025-09-03,Gen X,0.0,12.0,53935075.0,5,4,2,11.0,Loyal Customers
CUST_000065,Khách hàng 65,customer65@email.com,59,Nam,Biên Hòa,0937110349,2025-03-14,Baby Boomers,1.0,13.0,122028186.0,5,4,5,14.0,Champions
CUST_000066,Khách hàng 66,customer66@email.com,25,Nữ,Vũng Tàu,0770233643,2024-10-30,Millennials,0.0,5.0,13309408.0,5,1,1,7.0,At Risk
CUST_000067,Khách hàng 67,customer67@email.com,37,Nam,Đà Nẵng,0102503455,2023-11-22,Gen X,2.0,10.0,56678382.0,5,3,2,10.0,Loyal Customers
CUST_000068,Khách hàng 68,customer68@email.com,41,Nữ,Hải Phòng,0698272419,2023-11-03,Gen X,1.0,11.0,101466767.0,5,3,4,12.0,Champions
CUST_000069,Khách hàng 69,customer69@email.com,56,Nữ,Biên Hòa,0658910544,2025-06-08,Baby Boomers,6.0,8.0,35417310.0,5,2,1,8.0,Potential Loyalists
CUST_000070,Khách hàng 70,customer70@email.com,54,Nam,Hà Nội,0913628905,2025-07-17,Baby Boomers,0.0,7.0,45166536.0,5,1,2,8.0,Potential Loyalists
CUST_000071,Khách hàng 71,customer71@email.com,43,Nữ,Cần Thơ,0168154190,2024-10-14,Gen X,1.0,11.0,125591619.0,5,3,5,13.0,Champions
CUST_000072,Khách hàng 72,customer72@email.com,62,Nam,Vũng Tàu,0726162224,2025-08-04,Baby Boomers,6.0,9.0,85704624.0,5,2,4,11.0,Loyal Customers
CUST_000073,Khách hàng 73,customer73@email.com,43,Nữ,Huế,0876066521,2024-08-22,Gen X,3.0,14.0,102095340.0,5,5,4,14.0,Champions
CUST_000074,Khách hàng 74,customer74@email.com,46,Nam,Đà Nẵng,0398551084,2024-09-29,Gen X,9.0,9.0,39449025.0,5,2,1,8.0,Potential Loyalists
CUST_000075,Khách hàng 75,customer75@email.com,21,Nam,Hồ Chí Minh,0702944018,2025-02-10,Gen Z,6.0,6.0,47613897.0,5,1,2,8.0,Potential Loyalists
CUST_000076,Khách hàng 76,customer76@email.com,60,Nam,Nha Trang,0789454778,2024-02-28,Baby Boomers,0.0,10.0,63316000.0,5,3,3,11.0,Loyal Customers
CUST_000077,Khách hàng 77,customer77@email.com,62,Nam,Nha Trang,0759832016,2024-11-06,Baby Boomers,0.0,14.0,135250858.0,5,5,5,15.0,Champions
CUST_000078,Khách hàng 78,customer78@email.com,39,Nữ,Huế,0749918859,2023-11-10,Gen X,6.0,6.0,39785111.0,5,1,1,7.0,At Risk
CUST_000079,Khách hàng 79,customer79@email.com,21,Nam,Vũng Tàu,0566913506,2025-07-28,Gen Z,2.0,7.0,33800602.0,5,1,1,7.0,At Risk
CUST_000080,Khách hàng 80,customer80@email.com,36,Nữ,Cần Thơ,0353161796,2024-09-03,Gen X,4.0,9.0,105718612.0,5,2,4,11.0,Loyal Customers
CUST_000081,Khách hàng 81,customer81@email.com,52,Nam,Đà Nẵng,0348283040,2024-06-03,Baby Boomers,6.0,5.0,60873000.0,5,1,2,8.0,Potential Loyalists
CUST_000082,Khách hàng 82,customer82@email.com,32,Nữ,Hải Phòng,0702662298,2024-01-26,Millennials,1.0,10.0,122677886.0,5,3,5,13.0,Champions
CUST_000083,Khách hàng 83,customer83@email.com,23,Nam,Biên Hòa,0316603865,2025-05-28,Gen Z,1.0,12.0,101025533.0,5,4,4,13.0,Champions
CUST_000084,Khách hàng 84,customer84@email.com,58,Nam,Biên Hòa,0455149215,2024-07-01,Baby Boomers,4.0,13.0,54043867.0,5,4,2,11.0,Loyal Customers
CUST_000085,Khách hàng 85,customer85@email.com,61,Nữ,Vũng Tàu,0909032581,2025-07-16,Baby Boomers,3.0,6.0,68401000.0,5,1,3,9.0,Potential Loyalists
CUST_000086,Khách hàng 86,customer86@email.com,45,Nữ,Biên Hòa,0397100542,2024-01-05,Gen X,0.0,10.0,38964294.0,5,3,1,9.0,Potential Loyalists
CUST_000087,Khách hàng 87,customer87@email.com,41,Nữ,Huế,0397068897,2023-12-08,Gen X,2.0,12.0,50192646.0,5,4,2,11.0,Loyal Customers
CUST_000088,Khách hàng 88,customer88@email.com,55,Nam,Hồ Chí Minh,0395012887,2024-04-12,Baby Boomers,5.0,6.0,36800432.0,5,1,1,7.0,At Risk
CUST_000089,Khách hàng 89,customer89@email.com,18,Nữ,Huế,0609856215,2025-01-24,Gen Z,0.0,8.0,38749013.0,5,2,1,8.0,Potential Loyalists
CUST_000090,Khách hàng 90,customer90@email.com,64,Nam,Hồ Chí Minh,0397373081,2025-04-23,Baby Boomers,3.0,12.0,78047113.0,5,4,3,12.0,Champions
CUST_000091,Khách hàng 91,customer91@email.com,45,Nữ,Hải Phòng,0300357302,2024-04-02,Gen X,4.0,9.0,52784336.0,5,2,2,9.0,Potential Loyalists
CUST_000092,Khách hàng 92,customer92@email.com,60,Nam,Huế,0865085279,2024-07-13,Baby Boomers,1.0,10.0,92910731.0,5,3,4,12.0,Champions
CUST_000093,Khách hàng 93,customer93@email.com,39,Nam,Hồ Chí Minh,0157803018,2025-07-10,Gen X,1.0,12.0,82064276.0,5,4,3,12.0,Champions
CUST_000094,Khách hàng 94,customer94@email.com,55,Nữ,Nha Trang,0875064412,2024-09-19,Baby Boomers,1.0,8.0,25232304.0,5,2,1,8.0,Potential Loyalists
CUST_000095,Khách hàng 95,customer95@email.com,30,Nữ,Quy Nhon,0584067207,2024-12-12,Millennials,2.0,11.0,73956710.0,5,3,3,11.0,Loyal Customers
CUST_000096,Khách hàng 96,customer96@email.com,26,Nam,Hồ Chí Minh,0661852261,2024-06-12,Millennials,6.0,10.0,59658179.0,5,3,2,10.0,Loyal Customers
CUST_000097,Khách hàng 97,customer97@email.com,34,Nam,Cần Thơ,0861496348,2025-04-21,Millennials,1.0,8.0,63821027.0,5,2,3,10.0,Loyal Customers
CUST_000098,Khách hàng 98,customer98@email.com,35,Nam,Biên Hòa,0848672739,2023-11-24,Gen X,18.0,4.0,48452000.0,4,1,2,7.0,At Risk
CUST_000099,Khách hàng 99,customer99@email.com,39,Nữ,Hải Phòng,0314051563,2024-03-23,Gen X,25.0,4.0,26484676.0,3,1,1,5.0,Lost Customers
CUST_000100,Khách hàng 100,customer100@email.com,46,Nữ,Huế,0677847124,2025-10-06,Gen X,1.0,11.0,30767844.0,5,3,1,9.0,Potential Loyalists
CUST_000101,Khách hàng 101,customer101@email.com,31,Nữ,Huế,0244833873,2025-10-07,Millennials,1.0,13.0,66602580.0,5,4,3,12.0,Champions
CUST_000102,Khách hàng 102,customer102@email.com,47,Nam,Hồ Chí Minh,0159204179,2024-06-15,Gen X,1.0,8.0,71178224.0,5,2,3,10.0,Loyal Customers
CUST_000103,Khách hàng 103,customer103@email.com,60,Nữ,Vũng Tàu,0303959961,2024-01-26,Baby Boomers,2.0,8.0,29751691.0,5,2,1,8.0,Potential Loyalists
CUST_000104,Khách hàng 104,customer104@email.com,23,Nam,Hồ Chí Minh,0525070282,2024-05-17,Gen Z,0.0,8.0,36814859.0,5,2,1,8.0,Potential Loyalists
CUST_000105,Khách hàng 105,customer105@email.com,44,Nam,Quy Nhon,0223506182,2025-10-14,Gen X,6.0,7.0,11231399.0,5,1,1,7.0,At Risk
CUST_000106,Khách hàng 106,customer106@email.com,49,Nam,Hà Nội,0206248495,2025-02-09,Gen X,2.0,9.0,62019911.0,5,2,3,10.0,Loyal Customers
CUST_000107,Khách hàng 107,customer107@email.com,62,Nam,Huế,0242551305,2023-10-22,Baby Boomers,0.0,13.0,90902188.0,5,4,4,13.0,Champions
CUST_000108,Khách hàng 108,customer108@email.com,56,Nam,Huế,0679461059,2025-01-09,Baby Boomers,1.0,7.0,56998000.0,5,1,2,8.0,Potential Loyalists
CUST_000109,Khách hàng 109,customer109@email.com,46,Nữ,Vũng Tàu,0420262390,2025-05-29,Gen X,2.0,8.0,26406449.0,5,2,1,8.0,Potential Loyalists
CUST_000110,Khách hàng 110,customer110@email.com,24,Nữ,Cần Thơ,0403374901,2023-10-30,Gen Z,10.0,9.0,54947267.0,4,2,2,8.0,Potential Loyalists
CUST_000111,Khách hàng 111,customer111@email.com,32,Nam,Vũng Tàu,0522723309,2025-06-28,Millennials,0.0,13.0,82259089.0,5,4,3,12.0,Champions
CUST_000112,Khách hàng 112,customer112@email.com,44,Nam,Vũng Tàu,0828503959,2025-09-17,Gen X,1.0,8.0,45686301.0,5,2,2,9.0,Potential Loyalists
CUST_000113,Khách hàng 113,customer113@email.com,23,Nam,Biên Hòa,0854128563,2025-06-14,Gen Z,0.0,12.0,127654922.0,5,4,5,14.0,Champions
CUST_000114,Khách hàng 114,customer114@email.com,24,Nam,Hải Phòng,0173186684,2025-08-24,Gen Z,1.0,11.0,80657557.0,5,3,3,11.0,Loyal Customers
CUST_000115,Khách hàng 115,customer115@email.com,24,Nam,Nha Trang,0498292141,2025-06-09,Gen Z,0.0,10.0,119463454.0,5,3,5,13.0,Champions
CUST_000116,Khách hàng 116,customer116@email.com,36,Nam,Biên Hòa,0248272288,2024-06-17,Gen X,12.0,11.0,39244262.0,4,3,1,8.0,Potential Loyalists
CUST_000117,Khách hàng 117,customer117@email.com,42,Nữ,Nha Trang,0999601539,2025-03-25,Gen X,1.0,13.0,119829891.0,5,4,5,14.0,Champions
CUST_000118,Khách hàng 118,customer118@email.com,19,Nữ,Vũng Tàu,0460021934,2024-02-12,Gen Z,1.0,13.0,116846356.0,5,4,5,14.0,Champions
CUST_000119,Khách hàng 119,customer119@email.com,27,Nam,Quy Nhon,0760894018,2024-06-12,Millennials,2.0,14.0,192178708.0,5,5,5,15.0,Champions
CUST_000120,Khách hàng 120,customer120@email.com,19,Nam,Đà Nẵng,0608277648,2024-06-12,Gen Z,3.0,10.0,28006436.0,5,3,1,9.0,Potential Loyalists
CUST_000121,Khách hàng 121,customer121@email.com,58,Nữ,Nha Trang,0507384370,2024-04-28,Baby Boomers,6.0,6.0,33976543.0,5,1,1,7.0,At Risk
CUST_000122,Khách hàng 122,customer122@email.com,44,Nam,Hà Nội,0206819036,2024-07-04,Gen X,1.0,11.0,67974444.0,5,3,3,11.0,Loyal Customers
CUST_000123,Khách hàng 123,customer123@email.com,61,Nữ,Cần Thơ,0506420001,2025-05-17,Baby Boomers,5.0,6.0,103750955.0,5,1,4,10.0,Loyal Customers
CUST_000124,Khách hàng 124,customer124@email.com,41,Nam,Hà Nội,0980332266,2025-07-15,Gen X,9.0,8.0,71235088.0,5,2,3,10.0,Loyal Customers
CUST_000125,Khách hàng 125,customer125@email.com,32,Nam,Hồ Chí Minh,0895057435,2024-01-26,Millennials,5.0,12.0,111394368.0,5,4,4,13.0,Champions
CUST_000126,Khách hàng 126,customer126@email.com,53,Nữ,Hà Nội,0515011155,2025-08-11,Baby Boomers,2.0,13.0,93505387.0,5,4,4,13.0,Champions
CUST_000127,Khách hàng 127,customer127@email.com,53,Nữ,Huế,0242882112,2024-05-17,Baby Boomers,2.0,9.0,18354465.0,5,2,1,8.0,Potential Loyalists
CUST_000128,Khách hàng 128,customer128@email.com,38,Nữ,Vũng Tàu,0403417979,2025-02-08,Gen X,18.0,8.0,25578320.0,4,2,1,7.0,At Risk
CUST_000129,Khách hàng 129,customer129@email.com,53,Nam,Đà Nẵng,0358170810,2024-01-16,Baby Boomers,0.0,10.0,92673091.0,5,3,4,12.0,Champions
CUST_000130,Khách hàng 130,customer130@email.com,26,Nữ,Quy Nhon,0972552022,2025-10-10,Millennials,0.0,9.0,75391010.0,5,2,3,10.0,Loyal Customers
CUST_000131,Khách hàng 131,customer131@email.com,19,Nam,Đà Nẵng,0735291815,2025-10-11,Gen Z,2.0,10.0,52617423.0,5,3,2,10.0,Loyal Customers
CUST_000132,Khách hàng 132,customer132@email.com,65,Nam,Quy Nhon,0847242004,2025-05-18,Baby Boomers,9.0,6.0,29265012.0,5,1,1,7.0,At Risk
CUST_000133,Khách hàng 133,customer133@email.com,53,Nữ,Hải Phòng,0620328518,2024-05-22,Baby Boomers,1.0,9.0,46498628.0,5,2,2,9.0,Potential Loyalists
CUST_000134,Khách hàng 134,customer134@email.com,35,Nam,Hồ Chí Minh,0310652159,2025-10-12,Gen X,0.0,10.0,118248147.0,5,3,5,13.0,Champions
CUST_000135,Khách hàng 135,customer135@email.com,40,Nữ,Đà Nẵng,0650572096,2024-07-22,Gen X,0.0,9.0,42280397.0,5,2,2,9.0,Potential Loyalists
CUST_000136,Khách hàng 136,customer136@email.com,41,Nữ,Hà Nội,0653813560,2025-04-17,Gen X,0.0,12.0,102278751.0,5,4,4,13.0,Champions
CUST_000137,Khách hàng 137,customer137@email.com,35,Nữ,Đà Nẵng,0492596092,2025-09-01,Gen X,4.0,8.0,54643330.0,5,2,2,9.0,Potential Loyalists
CUST_000138,Khách hàng 138,customer138@email.com,22,Nữ,Vũng Tàu,0585458215,2024-05-15,Gen Z,5.0,9.0,63063613.0,5,2,3,10.0,Loyal Customers
CUST_000139,Khách hàng 139,customer139@email.com,19,Nam,Cần Thơ,0272868652,2024-01-01,Gen Z,5.0,12.0,69581441.0,5,4,3,12.0,Champions
CUST_000140,Khách hàng 140,customer140@email.com,33,Nữ,Hồ Chí Minh,0990461411,2025-06-01,Millennials,0.0,16.0,119132230.0,5,5,5,15.0,Champions
CUST_000141,Khách hàng 141,customer141@email.com,25,Nữ,Đà Nẵng,0747608931,2024-02-19,Millennials,0.0,13.0,160870899.0,5,4,5,14.0,Champions
CUST_000142,Khách hàng 142,customer142@email.com,35,Nữ,Đà Nẵng,0283854123,2025-01-15,Gen X,0.0,11.0,46324365.0,5,3,2,10.0,Loyal Customers
CUST_000143,Khách hàng 143,customer143@email.com,27,Nữ,Cần Thơ,0105523353,2025-02-26,Millennials,1.0,14.0,86090903.0,5,5,4,14.0,Champions
CUST_000144,Khách hàng 144,customer144@email.com,31,Nam,Đà Nẵng,0486037399,2024-05-20,Millennials,0.0,8.0,26563625.0,5,2,1,8.0,Potential Loyalists
CUST_000145,Khách hàng 145,customer145@email.com,32,Nữ,Huế,0701883340,2024-01-07,Millennials,0.0,9.0,30226372.0,5,2,1,8.0,Potential Loyalists
CUST_000146,Khách hàng 146,customer146@email.com,58,Nữ,Đà Nẵng,0667509879,2024-10-07,Baby Boomers,3.0,11.0,84380395.0,5,3,4,12.0,Champions
CUST_000147,Khách hàng 147,customer147@email.com,44,Nam,Quy Nhon,0510282427,2024-07-02,Gen X,0.0,16.0,249093187.0,5,5,5,15.0,Champions
CUST_000148,Khách hàng 148,customer148@email.com,54,Nam,Quy Nhon,0357112341,2025-09-28,Baby Boomers,0.0,13.0,74700516.0,5,4,3,12.0,Champions
CUST_000149,Khách hàng 149,customer149@email.com,61,Nữ,Hải Phòng,0768515992,2024-11-03,Baby Boomers,0.0,9.0,100611500.0,5,2,4,11.0,Loyal Customers
CUST_000150,Khách hàng 150,customer150@email.com,42,Nữ,Quy Nhon,0569701949,2024-07-08,Gen X,2.0,10.0,71387588.0,5,3,3,11.0,Loyal Customers
CUST_000151,Khách hàng 151,customer151@email.com,35,Nam,Đà Nẵng,0821996581,2025-05-31,Gen X,5.0,6.0,28625110.0,5,1,1,7.0,At Risk
CUST_000152,Khách hàng 152,customer152@email.com,35,Nam,Hồ Chí Minh,0386585398,2024-03-17,Gen X,0.0,10.0,75833449.0,5,3,3,11.0,Loyal Customers
CUST_000153,Khách hàng 153,customer153@email.com,50,Nữ,Cần Thơ,0531063634,2024-03-06,Baby Boomers,2.0,13.0,103487525.0,5,5,4,14.0,Champions
CUST_000154,Khách hàng 154,customer154@email.com,25,Nam,Cần Thơ,0887589531,2023-12-21,Millennials,1.0,9.0,63772923.0,5,2,3,10.0,Loyal Customers
CUST_000155,Khách hàng 155,customer155@email.com,62,Nam,Đà Nẵng,0777841322,2024-11-14,Baby Boomers,0.0,13.0,257757576.0,5,5,5,15.0,Champions
CUST_000156,Khách hàng 156,customer156@email.com,41,Nam,Hà Nội,0860821078,2025-08-19,Gen X,0.0,13.0,81179691.0,5,5,3,13.0,Champions
CUST_000157,Khách hàng 157,customer157@email.com,35,Nam,Đà Nẵng,0325629365,2024-02-26,Gen X,0.0,10.0,124427662.0,5,3,5,13.0,Champions
CUST_000158,Khách hàng 158,customer158@email.com,28,Nam,Vũng Tàu,0355101093,2025-09-07,Millennials,5.0,9.0,63383305.0,5,2,3,10.0,Loyal Customers
CUST_000159,Khách hàng 159,customer159@email.com,25,Nữ,Nha Trang,0480581556,2024-09-10,Millennials,1.0,8.0,34698429.0,5,2,1,8.0,Potential Loyalists
